match,sentence,ref,node,keep
ʾu-múθyɛle ,mbùšləlleˈ ʾu-kùl-məndiˈ ʾu-múθyɛle štɛ̀θa.ˈ ,"Barwar, A Man Called Čuxo, Ln. 3",740188,
ʾu-mšúryɛle ,ʾu-mšúryɛle mxarxòre.ˈ ,"Barwar, The Priest and the Mullah, Ln. 3",765590,
ʾu-mə́ṭyɛle ,mə́re xə́tni Wàrdaˈ qunáxət ṭḷáθa yomáθa zíləlla b-xàmša daqíqeˈ ʾu-mə́ṭyɛle qam-d-o-ṭùra.ˈ ,"Barwar, Gozali and Nozali, Ln. 53",746685,
ʾu-plìṭɛle.ˈ ,mbádla tíwa xáṣe díye ʾu-plìṭɛle.ˈ ,"Barwar, The King With Forty Sons, Ln. 66",762266,
ʾu-plìṭɛle.ˈ ,wíyɛle yómət ṭḷàθaˈ ʾáwwa fṭìrɛleˈ ʾu-plìṭɛle.ˈ ,"Barwar, The Sale of an Ox, Ln. 24",766439,
ʾu-plìṭɛleˈ ,"ʾu-plìṭɛleˈ rìqɛleˈ ta-t-ʾárəq ʾu-gášəq báre dìyeˈ ʾìnaˈ la-də̀bba,ˈ la-čù məndí.ˈ ","Barwar, The Bear and the Fox, Ln. 12",754379,
ʾu-plíṭɛle ,ṭínəlle l-xàṣeˈ ʾu-plíṭɛle zàla.ˈ ,"Barwar, Measure for Measure, Ln. 4",749282,
ʾu-plíṭɛle ,ʾu-plíṭɛle b-kɛ̀rba.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 10",777746,
ʾu-plíṭɛle ,ʾína wírɛle gáwe díye ʾàryaˈ ʾu-plíṭɛle tèla.ˈ ,"Barwar, The Wise Young Man, Ln. 34",781341,
ʾu-plíṭṭɛla ,síqɛle mə́xya l-tằraˈ ʾu-plíṭṭɛla Səttìye.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 29",771146,
"ʾu-pqìtɛla,ˈ ","lwìxɛle Dəmdə́maˈ ʾu-pqìtɛla,ˈ kúlla náše qṭìltəlla.ˈ","Barwar, Dəmdəma, Ln. 21",744640,
"ʾu-prìqɛle,ˈ ","tmánya yóme dmìxɛleˈ ʾu-prìqɛle,ˈ ṛìšɛle.ˈ ","Barwar, The Battle With Yuwanəs the Armenian, Ln. 12",753713,
ʾu-pìšɛle ,ʾu-pìšɛle mə́nne díye.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 76",752680,
ʾu-píštɛla ,ʾu-píštɛla bxàya.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 44",742688,
ʾu-píštɛla ,"brōn-díye trìṣɛleˈ ʾu-píštɛla béna ṭḷáθa yomáθa xlùla,ˈ mbaróxəlla Bə́lbəl Hazàrˈ l-Gozàli.ˈ ","Barwar, Gozali and Nozali, Ln. 98",748431,
ʾu-píštɛla ,"ʾu-píštɛla ʾan-dəbbòreˈ har-zála-w θàya,ˈ zála-w θàya,ˈ zála-w θàya.ˈ ","Barwar, The Bear and the Fox, Ln. 8",754275,
ʾu-píštɛla ,nubàltəlla-wˈ ʾu-píštɛla gu-bɛ̀θaˈ xá-bena xèta.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 30",773724,
ʾu-píšɛle ,ʾu-píšɛle gu-d-ɛ-pyàštaˈ há-ṱ-ila θíθa ʾámte dìye.ˈ ,"Barwar, The Man Who Wanted to Work, Ln. 7",763573,
ʾu-píšɛle ,ʾu-č̣ímtəlle tắra báre dìyeˈ ʾu-píšɛle ʾáp-aw tàma.ˈ,"Barwar, The Sale of an Ox, Ln. 30",766659,
"ʾu-qìmɛle,ˈ ","ʾu-qìmɛle,ˈ dìṛɛle Wɛ́rdaˈ zíla l-qàṣre.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 56",776454,
ʾu-qìmɛleˈ ,"ʾu-qìmɛleˈ mə̀reˈ bas-bróni tàrəṣ,ˈ kú-mdit bằyatiˈ ṱ-óðəx hàdəx.ˈ ","Barwar, Gozali and Nozali, Ln. 97",748393,
ʾu-qìmɛleˈ ,"ʾu-qìmɛleˈ zìlɛleˈ mə́ṭyɛle xa-derùbər,ˈ xa-ʾilána gòṛta,ˈ y-amrə́xla xùra.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 46",776001,
ʾu-qímtɛla ,ʾu-qímtɛla mjuwàbtəlleˈ ʾu-yíwtəlle qa-yàwnaˈ mə́ra ṭla-Nàzeˈ sa-dùqla ʾayya-yáwna.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 72",769849,
ʾu-qímɛle ,ʾu-qímɛle màlkaˈ xə̀ðyaˈ gu-gàne-wˈ ʾáw-u wằzīrˈ ʾu-zìlela.ˈ ,"Barwar, The Daughter of the King, Ln. 30",757487,
ʾu-qímɛle ,ʾu-qímɛle mpúlṭɛle muʿàlləm.ˈ ,"Barwar, The Sale of an Ox, Ln. 41",766949,
ʾu-qímɛle ,ʾu-qímɛle xóne dìyeˈ Čə̀kkoˈ báθre mə́re ʾána Čə́kko šeðànən.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 69",772353,
ʾu-qímɛle ,"ʾu-qímɛle màlka,ˈ mòdile wíða?ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 36",773882,
ʾu-qímɛle ,ʾu-qímɛle lwíša júllə brónət màlkɛle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 35",775574,
ʾu-qə̀ryɛle:ˈ ,də́ryɛle xéra b-gáne dìye-uˈ híwəlle bála l-gə́ppa d-o-ḷáya ʾu-qə̀ryɛle:ˈ ʾó Bə́lbəl Hazàr!ˈ ,"Barwar, Gozali and Nozali, Ln. 57",746840,
ʾu-ramànɛle ,ʾu-ramànɛle ṭúra.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 41",769025,N
"ʾu-rqàðtɛla,ˈ ","músqela dáwla-w zòrnaˈ ʾu-rqàðtɛla,ˈ zmàrtɛla.ˈ ","Barwar, The Fox and the Miller, Ln. 13",758321,N
ʾu-rìqɛle.ˈ ,"ʾáni ṣə́lyela sxàya,ˈ ʾáwwa ráp rìxaˈ ʾan-júllət,ˈ ʾa-lwíšta d-a-zùrta,ˈ gnìwəlla,ˈ ʾu-rìqɛle.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 82",752864,
ʾu-ríqɛle ,ʾu-ríqɛle zíla kəs-d-àn-našeˈ háyyo hàyyo!ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 13",750718,
ʾu-saʾə̀tɛlaˈ ,dí zìlla dánaˈ θèla dánaˈ ʾu-saʾə̀tɛlaˈ wéla ʾaṣə̀rta.ˈ ,"Barwar, The Sale of an Ox, Ln. 28",766559,N
ʾu-spárɛle ,"Ḥásan ʾÁġa spárɛle ta-t-dɛ̀ṛaˈ ʾu-spárɛle ta-t-dɛ̀ṛa,ˈ lìθ.ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 26",773631,N
ʾu-sìqtɛla.ˈ ,ʾay-lwíštəlla júlle d-a-bràtaˈ ʾu-sìqtɛla.ˈ ,"Barwar, The Girl and the Seven Brothers, Ln. 27",759792,N
ʾu-sìqɛle.ˈ ,Čúxo híwle bále l-bɛ̀θaˈ ʾu-sìqɛle.ˈ ,"Barwar, A Man Called Čuxo, Ln. 12",740511,
ʾu-sìqɛle.ˈ ,"qímɛle ṣə̀lya,ˈ nùbləlleˈ súsət Qára Tèždin,ˈ gríšəlle m-rəš-gə̀llaˈ m-xàla,ˈ síṛəlle ʾo-d-áw šópe dìyeˈ ʾu-sìqɛle.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 29",771139,
ʾu-sìqɛle.ˈ ,ʾu-sìqɛle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 35",775581,
ʾu-sìqɛle.ˈ ,qímɛle Rustằmoˈ ʾu-sìqɛle.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 32",778321,
ʾu-sìqɛleˈ ,ʾu-sìqɛleˈ súse kə́lya tàma.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 28",771113,
ʾu-síqɛle ,mə́re puš-b-šɛ̀naˈ ʾu-tíwɛle xá-ga xéta xāṣ-súse díye d-o-kòmaˈ ʾu-múttəlla ʾáqle gu-rkèweˈ ʾu-síqɛle gu-d-ó sàrgaˈ mtúrṣa l-an-jaqsìyeˈ t-mðìtaˈ m-an-rešáye rába spày.ˈ ,"Barwar, Gozali and Nozali, Ln. 52",746657,
ʾu-tìwɛle.ˈ ,múttəlle ṭéne díye qúrbət k̭wína d-ó ʾarabàyaˈ ʾu-tìwɛle.ˈ ,"Barwar, A Man Called Čuxo, Ln. 6",740295,
ʾu-tíwtɛla ,ʾu-tíwtɛla xāṣ-sùsaˈ ʾu-híwtɛla bála-diya la-zrāq-yòma.ˈ ,"Barwar, Gozali and Nozali, Ln. 63",747063,
ʾu-tíwtɛla ,"qímtɛla ʾàp-ʾayˈ mxíθɛla ʾə́lle dìye,ˈ ʾáp-ʾaw píšɛle dawɛ̀ra,ˈ ʾu-tíwtɛla l-xáṣe dìye.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 53",776316,
ʾu-tíwɛle ,"qímɛle ʾaw-lwíša dašdàšət málla,ˈ ʾu-čak̭àllət málla,ˈ málla lwíšɛle kášxa d-o-huðàyaˈ ʾu-tíwɛle xáṣət xmàrta,ˈ ʾu-síqela kəs-qàzi.ˈ ","Barwar, A Hundred Gold Coins, Ln. 9",740014,
ʾu-tíwɛle ,"θàyɛleˈ kə́s-xóne dìyeˈ ʾu-tíwɛle gu-xa-pàlkon,ˈ lɛ̀la xzáyəlle,ˈ ʾàp-xa lɛ́le-ðiya bíye,ˈ sə̀rr-ile.ˈ ","Barwar, A Tale of Two Kings, Ln. 7",741109,
ʾu-tíwɛle ,mə́re puš-b-šɛ̀naˈ ʾu-tíwɛle xá-ga xéta xāṣ-súse díye d-o-kòmaˈ ʾu-múttəlla ʾáqle gu-rkèweˈ ʾu-síqɛle gu-d-ó sàrgaˈ mtúrṣa l-an-jaqsìyeˈ t-mðìtaˈ m-an-rešáye rába spày.ˈ ,"Barwar, Gozali and Nozali, Ln. 52",746648,
ʾu-tíwɛle ,mšuxə́ntɛla ʾu-tíwɛle rèša.ˈ ,"Barwar, The Priest and the Mullah, Ln. 5",765642,
ʾu-tíwɛle ,ʾu-tíwɛle rəš-d-ò-nura.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 41",769014,
ʾu-wìrɛle.ˈ ,qímɛle šqílɛle qɛ́sa b-ʾíðe dìyeˈ ʾu-wìrɛle.ˈ ,"Barwar, The Sale of an Ox, Ln. 30",766649,
ʾu-wírtɛla ,ʾu-wírtɛla ṱóṱo kə́sla dìya.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 18",741952,
ʾu-wírɛle ,ja-jálde qìmɛleˈ ʾu-zíla šqíləlle ʾo-qɛ́sa rìxaˈ ʾu-wírɛle gu-d-o-bɛ̀θaˈ rəš-d-ò-dapaˈ ʾu-tắra č̣ə̀mtəlle báre.ˈ ,"Barwar, The Sale of an Ox, Ln. 27",766541,
ʾu-wíðɛle ,ʾu-wíðɛle pə̀θyo!ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 60",743151,
ʾu-xyárɛla ,"ʾu-xyárɛla gu-gə̀ppaˈ ʾu-líθ ʾap-Bə́lbəl Hazàr,ˈ lɛ́la θàya.ˈ ","Barwar, Gozali and Nozali, Ln. 74",747505,N
ʾu-xza-ʾɛ̀kɛle.ˈ ,"ʾən-là mašə́myət,ˈ sá mɛ́θɛle xònəxˈ ʾu-xza-ʾɛ̀kɛle.ˈ ","Barwar, Gozali and Nozali, Ln. 64",747142,N
ʾu-xálɛle ,"băzèla,ˈ másta plíṭla m-xóθa dìya,ˈ š-zeðàye,ˈ ʾu-xálɛle lə̀xma,ˈ ʾu-zeðáye ʾu-másta xìlle.ˈ ","Barwar, The Crafty Hireling, Ln. 21",755700,N
"ʾu-xìšɛle,ˈ ","ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 11",741730,
"ʾu-xìšɛle,ˈ ","ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 11",741731,
"ʾu-xìšɛle,ˈ ","ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 11",741732,
"ʾu-xìšɛle,ˈ ","ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 11",741733,
ʾu-xìšɛle.ˈ ,"ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle,ˈ ʾu-xìšɛle.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 11",741734,
ʾu-xìšɛleˈ ,"ʾu-xìšɛleˈ b-ùrxaˈ xðàraˈ m-máθa l-màθa,ˈ m-mðíta l-mðìta,ˈ xáze ʾɛ̀ka b-xazéla.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 10",741705,
"ʾu-xðìrɛle,ˈ ","ʾu-xðìrɛle,ˈ ʾə́θyɛle ʾaṣə̀rta.ˈ","Barwar, Tales From the 1001 Nights, Ln. 50",751923,
ʾu-xðìrɛle.ˈ ,"qíma dart-yòma,ˈ mjŭ́məlla maymùneˈ ʾu-xðìrɛle.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 48",751834,
ʾu-zvírtɛla ,ʾu-zvírtɛla rēš-d-ó-ṭura rēš-d-ó-gəppa xa-čàrxa hátxa.ˈ ,"Barwar, Gozali and Nozali, Ln. 76",747604,
ʾu-zìltɛla.ˈ ,"ʾu-ya-ʾàlaha,ˈ ʾu-zìltɛla.ˈ ","Barwar, Gozali and Nozali, Ln. 63",747069,
ʾu-zìltɛla.ˈ ,tíwtɛla gu-lína díya xa-béna xètaˈ ʾu-zìltɛla.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 31",773765,
ʾu-zìltɛla.ˈ ,síqɛle l-xáṣa dìyaˈ ʾu-múč̣məlla ʾɛ́ne dìyeˈ ʾu-zìltɛla.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 50",776159,
ʾu-zìltɛlaˈ ,ʾu-zìltɛlaˈ maxðórəlle gu-ʾaqàra.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 53",776319,
ʾu-zìlɛle ,ʾu-zìlɛle kəs-málka.ˈ ,"Barwar, Dəmdəma, Ln. 10",744293,
ʾu-zìlɛle ,"qímta šqílta quṣàrta,ˈ háwət basíma ràba,ˈ ʾu-zìlɛle málla.ˈ ","Barwar, The Cooking Pot, Ln. 7",755137,
"ʾu-zìlɛle,ˈ ","málka mə́xyɛle ʾíðe l-gàneˈ ʾu-zìlɛle,ˈ núbla xulamwàθa mə́nneˈ ʾu-nàše.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 10",741700,
"ʾu-zìlɛle,ˈ ","ʾu-zìlɛle,ˈ múttəlle réše dìyeˈ dmìxɛle.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 43",769066,
ʾu-zìlɛle.ˈ ,ʾu-zìlɛle.ˈ ,"Barwar, Gozali and Nozali, Ln. 39",746141,
ʾu-zìlɛle.ˈ ,"qìmɛleˈ híwəlla kθɛ́θa ṭla-d-ày,ˈ ʾáy qəm-yawála ṭla-bába dìyaˈ ʾu-zìlɛle.ˈ ","Barwar, Man Is Treacherous, Ln. 8",749185,
ʾu-zìlɛle.ˈ ,šqíləlla xa-skínta xéta ʾə́lle dìyeˈ ʾu-zìlɛle.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 66",752396,
ʾu-zìlɛle.ˈ ,"qímɛle bzáre twìrɛlela-wˈ níre-diye twìrɛlele,ˈ kúlla wíðəlla qəṭṭàṭe,ˈ qmíṭəlla xáṣe ʾu-zìlɛle.ˈ ","Barwar, The Crafty Hireling, Ln. 22",755734,
ʾu-zìlɛle.ˈ ,jarréta dwìqtəllaˈ ʾu-másta gu-bùrra-wˈ dríθəlle gu-čánte dìyeˈ ʾu-bəṛ-zắra gu-čànteˈ ʾu-zìlɛle.ˈ ,"Barwar, The Daughter of the King, Ln. 11",756972,
ʾu-zìlɛle.ˈ ,ʾu-zìlɛle.ˈ ,"Barwar, The Daughter of the King, Ln. 12",756976,
ʾu-zìlɛle.ˈ ,ʾu-nčíləlla čánte dìyeˈ ʾu-zìlɛle.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 33",768801,
ʾu-zìlɛle.ˈ ,xa-tré ṭḷá-yomane tíwɛle l-súsa díye ʾu-zìlɛle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 36",775610,
ʾu-zìlɛle.ˈ ,"qìmɛle,ˈ múttəlla xāṣ-sùsa,ˈ ʾu-mupə́šṭəlla ʾan-nàšeˈ ʾu-ṭlíbela xáṭər mənnèy,ˈ ʾu-zìlɛle.ˈ ","Barwar, The Tale of Rustam (2), Ln. 66",779127,
ʾu-zìlɛle.ˈ ,ʾalpá-dawe ʾu-zìlɛle.ˈ ,"Barwar, The Wise Snake, Ln. 7",779740,
ʾu-zílɛle ,yála-žigən qímɛle fṭìrɛleˈ mxúlləlla páθe dìye-wˈ ʾu-zílɛle šúle dìye.ˈ ,"Barwar, The Daughter of the King, Ln. 16",757123,
ʾu-zílɛle ,šwíqile tàmaˈ ʾu-zílɛle l-jàma.ˈ,"Barwar, The Tale of Farxo and Səttiya, Ln. 39",768968,
ʾu-zílɛle ,ṭlíbɛle xáṭər mə̀nnaˈ ʾu-zílɛle bɛ̀θət xále.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 66",769673,
ʾu-zílɛle ,"šqìləlla,ˈ muṣə̀lyəlla,ˈ múttəlla báθre díye xāṣ-sùsaˈ ʾu-zílɛle ṱ-ázəl ʾáθṛət bàbə d-ɛ-bráta.ˈ","Barwar, The Tale of Rustam (2), Ln. 34",778373,
ʾu-čídɛle ,"ʾu-čídɛle zóre-w gòṛe,ˈ mə́re yába hàyyo,ˈ ʾaθìtu,ˈ čìdetuˈ ta-mšaxə́lpi šə́mmət Čùxoˈ mattúle xá-šəmma xèna.ˈ ","Barwar, A Man Called Čuxo, Ln. 3",740190,
ʾu-šapìrɛle.ˈ ,"w-ap-ʾàwˈ xa-brónət màlkɛle,ˈ xa-gòṛɛleˈ ʾu-šapìrɛle.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 72",772446,N
ʾu-šqílɛle ,"ʾu-šqílɛle qàlya,ˈ də́ryəlle gu-jebàne.ˈ ","Barwar, The Man Who Wanted to Work, Ln. 6",763545,
ʾu-šúryɛle ,mə̀ryɛleˈ ʾu-šúryɛle margòde.ˈ ,"Barwar, The Tale of Rustam (1), Ln. 4",776610,
ʾu-šə̀tyɛle.ˈ ,qìmtɛlaˈ híwtəlle xa-ṭásət mìyaˈ ʾu-šə̀tyɛle.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 42",771516,
ʾu-ʾáyyɛla ,ʾu-ʾáyyɛla kùlla.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 24",742120,N
ʾu-ʾə̀θyɛle.ˈ ,də́ryəlle gáwa dìyaˈ ʾu-ʾə̀θyɛle.ˈ ,"Barwar, The Sale of an Ox, Ln. 38",766901,
ʾu-ʾə̀θyɛle.ˈ ,ʾu-ʾə̀θyɛle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 55",776404,
ʾu-ʾə̀θyɛle.ˈ ,"qímɛle zíla xá-ga xèta,ˈ mírəlle ʾu-ʾə̀θyɛle.ˈ ","Barwar, The Wise Young Man, Ln. 20",780922,
ʾu-ʾə̀θyɛleˈ ,"hóla ʾiθáθa gu-lɛ̀ša,ˈ lyáša kùbbe,ˈ ʾu-ʾə̀θyɛleˈ bába dìyaˈ ʾu-wằzīr,ˈ ʾə́θyela tərwə̀θna,ˈ màxɛ l-tắra.ˈ ","Barwar, The Daughter of the King, Ln. 26",757375,
ʾu-ʾɛ̀-bratɛlaˈ ,"Bèjəm-ileˈ ʾu-ʾɛ̀-bratɛlaˈ ʾu-Rùstam,ˈ Rústam bronət-Zā̀l.ˈ","Barwar, The Tale of Rustam (1), Ln. 22",777074,N
ʾu-ʾɛ́kɛla ,"ʾu-Bə́lbəl Hazár yăðátla ma-báxta xàmθɛlaˈ ʾu-ʾɛ́kɛla ṣíθa gu-xà-ṭura,ˈ gu-xà-gəppa.ˈ ","Barwar, Gozali and Nozali, Ln. 65",747162,N
ʾu-θìθɛla.ˈ ,ʾu-θìθɛla.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 50",776182,
ʾu-θíθɛla ,ʾu-θíθɛla simɛ̀rxa.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 49",776126,
ʾu-ṛíšɛle ,"ʾu-ṛíšɛle Wɛ̀rda,ˈ wíðɛle gáne ʾax-nə̀šra.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 56",776426,
"ʾu-ṣlìθɛla,ˈ ","mára qìmtɛla,ˈ har-ʾó-yomə ṱ-íla brìθa,ˈ də́ryəlla gu-dudìya,ˈ dargùšta,ˈ ʾu-ṣlìθɛla,ˈ ṣlíθa, ṣlíθa, ṣlìθa,ˈ muttɛ́θəlle púmma gu-pùmmətˈ Fàrxo,ˈ šuréla myàṣaˈ ʾɛ̀-danɛla kə́lye.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 5",767991,
ʾu-ṣlíθɛla ,"ʾu-ṣlíθɛla reša-xtàya,ˈ trúp tíwta báθər Nozàli,ˈ xāṣ-súsa dìya,ˈ súsa d-o-xwàra.ˈ ","Barwar, Gozali and Nozali, Ln. 76",747609,
ʾu-ṣráxɛla ,"Lelíθa qímtɛla mxáya l-gána dìyaˈ ʾu-kràbɛla,ˈ ʾu-čarčóre ʾu-ṣráxɛla č̣ənnək̭ɛ̀raˈ","Barwar, Qaṭina Rescues His Nephew From Leliθa, Ln. 15",750219,N
ʾu-ṣə̀lyɛle ,pθìxəlleˈ ʾu-ṣə̀lyɛle gu-góma.ˈ ,"Barwar, The Man Who Wanted to Work, Ln. 28",764133,
"ʾu-ṣə̀lyɛle,ˈ ","ʾu-ṣə̀lyɛle,ˈ ṣə̀lyɛle,ˈ ṣə̀lyɛle,ˈ píšɛle ʾárxa t-xa-šḗx ʾarabáya gu-xa-bɛrìyya.ˈ ","Barwar, A Man Called Čuxo, Ln. 6",740280,
ʾu-ṣə̀lyɛle.ˈ ,"ʾɛ̀-gaˈ mqŭrə̀nne,ˈ Qaṭína mqŭrə́nne mṭéle gàwṛa,ˈ ʾámri ʾàmtuxˈ θéle Yuwánəs ʾaramnàyaˈ slíbəlla ʾərwɛ̀xu,ˈ slíbəlla baxtàθa,ˈ kúlla slìbəlla,ˈ slíbəlla ʾàmtux,ˈ muṣə́lyəlla ʾu-ṣə̀lyɛle.ˈ ","Barwar, The Battle With Yuwanəs the Armenian, Ln. 3",753501,
ʾu-ṣə̀lyɛle.ˈ ,kút-xa mə́nna šqíləlle xa-skínta rìxtaˈ ʾu-ṣə̀lyɛle.ˈ ,"Barwar, The Man Who Wanted to Work, Ln. 29",764166,
ʾu-ṣə́lyɛle ,ʾu-tíwa l-xáṣə súse dìyeˈ ʾu-ṣə́lyɛle l-bɛ̀θa.ˈ ,"Barwar, The Tale of Rustam (1), Ln. 4",776616,
ʾu-ṣə́ṭyɛle ,ʾu-ṣə́ṭyɛle bára dìya.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 56",776431,
ʾu-ṭríθɛla ,"ʾu-ṭríθɛla zíltɛla b-o-sùsa,ˈ xéna ʾo-súsa díya xwàra.ˈ ","Barwar, Gozali and Nozali, Ln. 70",747329,
ʾu-ṭə̀ryɛle.ˈ ,ʾu-híwəlle bále la-zrāq-yóma ʾu-ṭə̀ryɛle.ˈ ,"Barwar, Gozali and Nozali, Ln. 53",746669,
ʾàtxɛla.ˈ ,hā́l hawā́l ʾàtxɛla.ˈ ,"Barwar, Gozali and Nozali, Ln. 35",745973,N
"ʾàtxɛle,ˈ ","ʾàtxɛle,ˈ kèpa.ˈ ","Barwar, The Crafty Hireling, Ln. 10",755435,N
ʾàwwɛle ,ʾàwwɛle mšudə́rəlli.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 19",741992,N
ʾàwwɛle ,mə́ra ʾàwwɛle qawla-díyi.ˈ ,"Barwar, Gozali and Nozali, Ln. 79",747703,N
ʾàwwɛle ,ʾàwwɛle xəzyə́lla b-gáre.ˈ ,"Barwar, The Girl and the Seven Brothers, Ln. 24",759688,N
ʾàwwɛle ,ʾàwwɛle šúlux.ˈ ,"Barwar, The Man Who Wanted to Work, Ln. 12",763712,N
ʾàwwɛle ,mə́ra ʾàwwɛle bábi.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 45",775971,N
ʾàwwɛle!ˈ ,mə́ra ʾàwwɛle!ˈ ,"Barwar, Gozali and Nozali, Ln. 70",747352,N
ʾàwwɛle.ˈ ,qărār-díya ʾàwwɛle.ˈ ,"Barwar, Gozali and Nozali, Ln. 86",747982,N
ʾàwwɛle.ˈ ,mə́re sáma díyəx ʾàwwɛle.ˈ ,"Barwar, The Crafty Hireling, Ln. 33",756031,N
ʾàwwɛle.ˈ ,mə́ra ʾàwwɛle.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 41",778550,N
ʾàyyɛla ,ʾáti bṱ-àzetˈ ʾax-ʾána paqðə́nnux ʾàyyɛla ʾúrxa.ˈ ,"Barwar, Gozali and Nozali, Ln. 46",746423,N
ʾàyyɛla ,ʾámər ʾàyyɛla zárbux Qaṭína?ˈ ,"Barwar, The Battle With Yuwanəs the Armenian, Ln. 18",753858,N
ʾàyyɛla ,ʾàyyɛla Jazíra Bóta?ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 26",771051,N
ʾàyyɛla ,mə́re ʾàyyɛla máθət fulán-naša?ˈ ,"Barwar, The Tale of Nasimo, Ln. 10",774296,N
ʾàyyɛla!ˈ ,mə́ra ʾàyyɛla!ˈ ,"Barwar, The Fox and the Miller, Ln. 28",758713,N
"ʾàyyɛla,ˈ ","ʾàxxa,ˈ tàmma,ˈ mə́ra ʾàyyɛla,ˈ čú-mdi xéna lìθən.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 43",742677,N
ʾàyyɛla.ˈ ,mə́re ʾá ʾúrxi ʾàyyɛla.ˈ ,"Barwar, Gozali and Nozali, Ln. 58",746861,N
ʾàyyɛla.ˈ ,mə́ra ʾána šarṭ-díyi ʾàyyɛla.ˈ ,"Barwar, Gozali and Nozali, Ln. 79",747721,N
ʾàyyɛla.ˈ ,ʾàyyɛla.ˈ ,"Barwar, The Monk and the Angel, Ln. 9",765064,N
ʾàyyɛla?ˈ ,ʾàyyɛla?ˈ ,"Barwar, The Fox and the Miller, Ln. 28",758711,N
